customer_id,customer_name,phone,email,gender,city,join_date
354,Rohit Roy,9679800384,customer354@mail.com,Female,Bally,2025-07-25
355,Neha Ghosh,9432291301,customer355@mail.com,Male,Bally,2026-04-22
356,Soham Ghosh,9373519212,customer356@mail.com,Male,Bally,2026-04-16
357,Rohit Roy,9675688772,customer357@mail.com,Female,Howrah,2025-08-27
358,Amit Mondal,9659462022,customer358@mail.com,Female,Barasat,2026-05-04
359,Rohit Mondal,9316755867,customer359@mail.com,Male,New Town,2025-07-16
360,Rahul Koley,9965290890,customer360@mail.com,Female,Barasat,2026-08-01
361,Riya Sen,9937130524,customer361@mail.com,Male,New Town,2025-02-15
362,Abhishek Mitra,9501622832,customer362@mail.com,Male,Barasat,2026-04-20
363,Neha Roy,9267670103,customer363@mail.com,Female,Kolkata,2025-12-20
364,Priya Banerjee,9751908013,customer364@mail.com,Male,Howrah,2025-02-04
365,Ananya Mondal,9622177326,customer365@mail.com,Male,Dum Dum,2025-10-14
366,Amit Roy,9579814156,customer366@mail.com,Male,Dum Dum,2025-02-08
367,Riya Ghosh,9294063154,customer367@mail.com,Female,Howrah,2025-01-29
368,Arjun Das,9698482482,customer368@mail.com,Female,Behala,2026-05-14
369,Puja Roy,9742170818,customer369@mail.com,Female,Howrah,2025-04-03
370,Priya Dutta,9706101684,customer370@mail.com,Male,Howrah,2026-06-03
371,Amit Koley,9581405093,customer371@mail.com,Male,Barasat,2025-08-29
372,Soham Ghosh,9284816723,customer372@mail.com,Male,Dum Dum,2025-12-27
373,Arjun Banerjee,9129834994,customer373@mail.com,Male,Dum Dum,2026-06-10
374,Soham Mitra,9159880236,customer374@mail.com,Male,Salt Lake,2025-11-22
375,Neha Das,9313622745,customer375@mail.com,Female,Behala,2025-04-18
376,Sayan Dutta,9499096967,customer376@mail.com,Female,Bally,2025-05-08
377,Riya Mitra,9507641857,customer377@mail.com,Male,Behala,2025-09-02
378,Neha Koley,9827613303,customer378@mail.com,Male,Behala,2025-07-19
379,Neha Das,9268530403,customer379@mail.com,Male,Howrah,2026-01-18
380,Abhishek Koley,9935709506,customer380@mail.com,Female,Howrah,2026-01-30
381,Puja Das,9774707841,customer381@mail.com,Male,Behala,2025-12-14
382,Riya Ghosh,9612752836,customer382@mail.com,Male,Barasat,2025-05-27
383,Riya Ghosh,9890341463,customer383@mail.com,Male,Salt Lake,2026-04-08
384,Rohit Koley,9571341546,customer384@mail.com,Male,Dum Dum,2026-03-05
385,Amit Ghosh,9267167068,customer385@mail.com,Male,Dum Dum,2025-10-31
386,Riya Koley,9379894583,customer386@mail.com,Female,Howrah,2025-11-22
387,Sayan Mitra,9222587137,customer387@mail.com,Male,Kolkata,2025-08-05
388,Rohit Mitra,9996877533,customer388@mail.com,Female,Howrah,2025-09-21
389,Neha Ghosh,9491142620,customer389@mail.com,Female,Dum Dum,2025-09-02
390,Abhishek Ghosh,9204759463,customer390@mail.com,Female,Dum Dum,2026-03-02
391,Abhishek Koley,9161721221,customer391@mail.com,Female,Salt Lake,2025-01-17
392,Sayan Banerjee,9466044987,customer392@mail.com,Male,Behala,2025-01-02
393,Neha Banerjee,9407513715,customer393@mail.com,Male,Barasat,2026-03-22
394,Arjun Sen,9334360175,customer394@mail.com,Female,Salt Lake,2025-05-22
395,Puja Koley,9660120358,customer395@mail.com,Male,Salt Lake,2025-07-21
396,Sneha Roy,9990100717,customer396@mail.com,Male,Behala,2025-10-08
397,Sourav Ghosh,9247146467,customer397@mail.com,Male,Dum Dum,2025-07-27
398,Arjun Roy,9843290238,customer398@mail.com,Female,Kolkata,2026-06-15
399,Neha Dutta,9459939092,customer399@mail.com,Female,Behala,2025-04-03
400,Arjun Sen,9919244255,customer400@mail.com,Female,Salt Lake,2025-09-30
401,Ananya Koley,9704653657,customer401@mail.com,Female,Kolkata,2025-06-17
402,Soham Dutta,9717315357,customer402@mail.com,Male,Barasat,2026-06-17
403,Abhishek Mitra,9653648588,customer403@mail.com,Male,Howrah,2026-01-01
404,Soham Ghosh,9976748340,customer404@mail.com,Female,Bally,2025-03-04
405,Priya Roy,9884847183,customer405@mail.com,Female,Behala,2026-06-10
406,Arjun Banerjee,9963827604,customer406@mail.com,Male,Kolkata,2025-09-07
407,Rahul Ghosh,9764731106,customer407@mail.com,Male,Salt Lake,2025-04-16
408,Priya Paul,9696313505,customer408@mail.com,Male,Kolkata,2025-04-09
409,Abhishek Ghosh,9380696835,customer409@mail.com,Male,Behala,2026-06-20
410,Ananya Mitra,9210449992,customer410@mail.com,Female,Howrah,2025-07-03
411,Arjun Paul,9232123033,customer411@mail.com,Female,Behala,2026-05-28
412,Neha Paul,9218154554,customer412@mail.com,Male,Howrah,2026-02-20
413,Abhishek Koley,9681536088,customer413@mail.com,Male,New Town,2025-05-31
414,Debasish Mondal,9596127478,customer414@mail.com,Female,Salt Lake,2025-01-19
415,Debasish Sen,9845036422,customer415@mail.com,Female,Kolkata,2026-02-10
416,Arjun Dutta,9463513748,customer416@mail.com,Female,New Town,2025-12-10
417,Soham Sen,9706046246,customer417@mail.com,Female,Bally,2026-07-29
418,Arjun Dutta,9655526638,customer418@mail.com,Male,Barasat,2025-09-13
419,Puja Sen,9812017949,customer419@mail.com,Male,Barasat,2025-04-22
420,Rohit Koley,9174371887,customer420@mail.com,Female,Bally,2025-07-25
421,Rohit Das,9342105641,customer421@mail.com,Male,Bally,2026-02-11
422,Neha Mitra,9779905692,customer422@mail.com,Male,Kolkata,2025-02-05
423,Puja Mondal,9385370508,customer423@mail.com,Female,Kolkata,2025-04-13
424,Priya Roy,9658673243,customer424@mail.com,Male,Bally,2025-08-31
425,Arjun Paul,9221379889,customer425@mail.com,Female,Barasat,2025-06-20
426,Rahul Das,9738113126,customer426@mail.com,Female,Howrah,2026-04-23
427,Sneha Banerjee,9259351162,customer427@mail.com,Female,Howrah,2026-06-08
428,Sourav Paul,9536523328,customer428@mail.com,Female,Dum Dum,2025-09-07
429,Soham Roy,9895002293,customer429@mail.com,Female,Behala,2025-08-15
430,Debasish Sen,9316028117,customer430@mail.com,Female,Behala,2026-07-16
431,Priya Mondal,9613093816,customer431@mail.com,Female,Dum Dum,2025-02-01
432,Ananya Dutta,9337920353,customer432@mail.com,Male,Bally,2026-02-10
433,Arjun Dutta,9274262382,customer433@mail.com,Male,Barasat,2026-07-25
434,Riya Mitra,9389832876,customer434@mail.com,Female,New Town,2025-10-30
435,Arjun Das,9270259676,customer435@mail.com,Male,Barasat,2026-03-27
436,Debasish Das,9655119805,customer436@mail.com,Female,Behala,2025-12-29
437,Soham Roy,9659343486,customer437@mail.com,Male,Salt Lake,2026-03-03
438,Riya Dutta,9250675203,customer438@mail.com,Male,Dum Dum,2026-06-15
439,Rahul Mitra,9388495795,customer439@mail.com,Male,Bally,2025-04-16
440,Arjun Sen,9922139818,customer440@mail.com,Male,Behala,2026-02-12
441,Sneha Koley,9548727590,customer441@mail.com,Female,Howrah,2026-01-24
442,Puja Mitra,9843720192,customer442@mail.com,Female,Dum Dum,2025-12-28
443,Priya Dutta,9519494236,customer443@mail.com,Female,Barasat,2025-01-07
444,Neha Mitra,9508745674,customer444@mail.com,Female,Dum Dum,2025-07-08
445,Rohit Paul,9962163825,customer445@mail.com,Male,Bally,2026-01-22
446,Sneha Ghosh,9194413825,customer446@mail.com,Female,Barasat,2025-09-06
447,Riya Ghosh,9557894264,customer447@mail.com,Male,Kolkata,2025-02-18
448,Priya Mondal,9634011906,customer448@mail.com,Female,Dum Dum,2026-07-06
449,Sneha Sen,9655605472,customer449@mail.com,Female,Bally,2026-04-21
450,Riya Das,9738576294,customer450@mail.com,Female,Behala,2025-01-11
451,Debasish Roy,9663981016,customer451@mail.com,Male,Howrah,2026-02-24
452,Riya Banerjee,9530456310,customer452@mail.com,Male,New Town,2026-03-08
453,Sayan Sen,9572621824,customer453@mail.com,Female,Howrah,2025-06-24
454,Riya Dutta,9493695718,customer454@mail.com,Male,Dum Dum,2026-06-09
455,Sourav Roy,9804295026,customer455@mail.com,Female,Barasat,2026-06-06
456,Abhishek Sen,9777639817,customer456@mail.com,Male,Dum Dum,2026-06-08
457,Ananya Banerjee,9301979612,customer457@mail.com,Female,Salt Lake,2025-03-03
458,Debasish Mondal,9747603381,customer458@mail.com,Male,Barasat,2025-02-13
459,Soham Sen,9111525253,customer459@mail.com,Male,Dum Dum,2026-07-21
460,Arjun Paul,9526883345,customer460@mail.com,Male,Kolkata,2025-01-31
461,Ananya Koley,9634574524,customer461@mail.com,Female,Salt Lake,2025-07-23
462,Amit Mondal,9230461078,customer462@mail.com,Male,Salt Lake,2026-06-15
463,Neha Banerjee,9214510418,customer463@mail.com,Male,Howrah,2025-03-19
464,Sourav Banerjee,9626591622,customer464@mail.com,Female,Bally,2025-03-05
465,Debasish Das,9835045640,customer465@mail.com,Female,Salt Lake,2025-09-01
466,Riya Paul,9281907571,customer466@mail.com,Male,Dum Dum,2025-04-12
467,Puja Mondal,9167669938,customer467@mail.com,Female,New Town,2026-04-06
468,Sneha Sen,9120989875,customer468@mail.com,Male,New Town,2026-02-10
469,Sneha Das,9572061016,customer469@mail.com,Male,New Town,2025-09-13
470,Ananya Das,9271156695,customer470@mail.com,Male,Barasat,2025-01-07
471,Abhishek Mitra,9426070212,customer471@mail.com,Female,Dum Dum,2026-05-23
472,Rahul Ghosh,9827225698,customer472@mail.com,Female,New Town,2026-02-28
473,Priya Sen,9864261711,customer473@mail.com,Female,Kolkata,2025-09-07
474,Rahul Koley,9282454833,customer474@mail.com,Female,Bally,2025-07-11
475,Arjun Paul,9525230624,customer475@mail.com,Female,Howrah,2025-12-10
476,Rohit Sen,9460648771,customer476@mail.com,Female,Howrah,2025-05-07
477,Amit Dutta,9694682258,customer477@mail.com,Male,Bally,2025-07-15
478,Sayan Paul,9469881564,customer478@mail.com,Male,Bally,2025-02-05
479,Priya Das,9466598112,customer479@mail.com,Male,New Town,2025-05-13
480,Rahul Ghosh,9389553448,customer480@mail.com,Male,Behala,2026-04-24
481,Puja Ghosh,9270963324,customer481@mail.com,Female,Barasat,2025-08-10
482,Soham Sen,9504686425,customer482@mail.com,Male,Dum Dum,2026-05-03
483,Rohit Ghosh,9344032518,customer483@mail.com,Female,Salt Lake,2025-09-25
484,Sneha Mitra,9730891768,customer484@mail.com,Female,New Town,2026-02-18
485,Sneha Banerjee,9328215190,customer485@mail.com,Male,Howrah,2026-06-10
486,Rahul Banerjee,9390349587,customer486@mail.com,Female,Kolkata,2025-05-29
487,Priya Das,9518689330,customer487@mail.com,Male,Salt Lake,2025-08-26
488,Riya Ghosh,9811621107,customer488@mail.com,Male,Howrah,2026-07-30
489,Abhishek Dutta,9964555813,customer489@mail.com,Female,New Town,2025-03-09
490,Soham Paul,9194424996,customer490@mail.com,Male,Dum Dum,2025-05-10
491,Puja Sen,9403186103,customer491@mail.com,Female,Bally,2026-04-21
492,Neha Koley,9396912199,customer492@mail.com,Male,Kolkata,2026-01-11
493,Debasish Dutta,9542994378,customer493@mail.com,Male,Behala,2025-09-12
494,Puja Sen,9478079012,customer494@mail.com,Male,Salt Lake,2025-10-26
495,Rahul Paul,9753819400,customer495@mail.com,Male,Kolkata,2026-02-19
496,Arjun Mondal,9273960235,customer496@mail.com,Female,New Town,2025-11-07
497,Sourav Sen,9892768822,customer497@mail.com,Male,Dum Dum,2025-07-03
498,Sneha Ghosh,9712210285,customer498@mail.com,Female,Dum Dum,2026-03-22
499,Debasish Mondal,9474777903,customer499@mail.com,Male,Howrah,2025-10-21
500,Abhishek Das,9728271659,customer500@mail.com,Male,New Town,2025-04-24
